Location Name,Location Num,Operator,Type,State,Open Date
Main & Houston In-Line DT,04739,Jamie Williams,FSU,TX,23-Mar
Main & Kirby DTO,04917,Juli Salvagio,DTO,TX,23-Jan
Main Street & English Road FSU,03646,Gary Smouse,FSU,NM,16-Aug
Main Street (VA) FSU,01759,Nicki Digby-Dalton,FSU,VA,5-Jan
Main Street FSU,04900,David Huffman,FSU,TX,22-Aug
Maitland Boulevard FSU,01031,Frank Yurchak,FSU,FL,Oct-99
Makiki DTO,04368,Zane Dydasco,DTO,HI,23-Jul
Malabar Road FSU,03039,Scott Washburn,FSU,FL,13-Apr
Mall Del Norte,00167,Eli Jimenez,MALL,TX,Aug-77
Mall Park FSU,01639,Chris Flanagan,FSU,KY,4-Mar
Mall Road FSU,03816,Dustin DiChiara,FSU,KY,17-Aug
Mall St. Matthews,00621,Bruce Smith,MALL,KY,Feb-96
Mall at Chesterfield Towne Center,00379,Bir Singh,MALL,VA,Jun-88
Mall at Fairfield Commons,00504,Rex Brooking,MALL,OH,Oct-93
Mall of America,04099,Reid Dorsett,MALL,MN,17-Oct
Mall of Georgia,01141,Joyce Jones,MALL,GA,Aug-99
Mall of Georgia on Buford Drive FSU,01163,Steve Warnstrom,FSU,GA,1-May
Mall of Louisiana,00387,Nicholas Hursey,MALL,LA,Oct-97
Malvern FSU,04160,Chris Walsh,FSU,PA,19-Nov
Manahawkin FSU,03650,Matthew Baals,FSU,NJ,22-Mar
Manatee Ave & 43rd FSU,04871,Nathan Hoeksema,FSU,FL,23-May
Manchester Expressway FSU,03796,Alex Vann,FSU,GA,17-Jun
Manchester [TN] FSU,05366,Chandler England,FSU,TN,23-Aug
Mandarin FSU,03040,Eric Gillis,FSU,FL,15-Mar
Mandeville FSU,04572,Rick Gonzalez,FSU,LA,21-Jul
Manhattan (KS) FSU,03278,Ruthie Seitz,FSU,KS,14-Aug
Manning [SC] FSU,04985,Will Lane,FSU,SC,22-Jul
Manor FSU,05467,Riley Emter,FSU,TX,25-Apr
Mansfield Road DTO,05024,Greg Petersen,DTO,LA,23-May
Mantua Square FSU,02722,Jeff Price,FSU,NJ,11-Dec
Maple & Ridge FSU,03952,Jason Lansdown,FSU,KS,18-Aug
Maple Grove FSU,03136,Nancy Christman,FSU,MN,13-Oct
Maplewood FSU,03681,Jonathan Wright,FSU,MN,17-Oct
Marbach at 410 FSU,03056,Shelly Young,FSU,TX,13-Apr
Marble Hill FSU no DT,04895,Senay Mekonen,FSU,NY,23-Nov
March Lane at I-5 FSU,03664,April Farage,FSU,CA,16-Oct
Marianna [FL] FSU,05275,Nicholas Pitsos,FSU,FL,23-Apr
Marion (IL) FSU,05622,Dave Wachter,FSU,IL,24-Sep
Market Street FSU,01106,Ben Salmon,FSU,NC,Oct-99
Market at East Broad FSU,02545,Karen Bolumen,FSU,OH,9-Dec
Market at Springwoods Village FSU,03916,Mike Magdaleno,FSU,TX,17-Aug
Market of Hilliard FSU,01540,Josh Crowe,FSU,OH,4-Dec
Marketplace at Bob Bullock FSU,02249,Marty Speer,FSU,TX,8-Oct
Marketplace at Hilltop FSU,01081,Natalie Cheney,FSU,VA,Dec-00
Markham & University DTO,01737,A.J. Roller,DTO,AR,7-Jun
Marlborough (MA) FSU,03951,Mike Lawson,FSU,MA,17-Nov
Marlkress FSU,03912,Alyssa Schleicher,FSU,NJ,18-May
Marlton FSU,01647,Christian McGrory,FSU,NJ,8-May
Marrero (LA) FSU,04357,Fernando Ruiz,FSU,LA,20-Apr
Marsh Landing Pkwy FSU,02640,Todd Coleman,FSU,FL,10-Feb
Marshall FSU,04667,David Snow,FSU,TX,22-Apr
Martin Luther King Drive-Thru Only,02992,Cliff Green,DTO,TX,13-Jun
Martin Plaza FSU,02455,Doug Honbarrier,FSU,MD,9-Aug
Martinsville FSU,02942,Danny Wulff,FSU,VA,13-Jan
Marvin Rd. & Quinault FSU,04281,Justin Mears,FSU,WA,20-Sep
Maryland Heights (MO) FSU,05289,Carter Griffin,FSU,MO,24-Jan
Mason City (IA) FSU,05715,Kevin Melott,FSU,IA,24-Oct
Mason Road FSU,00943,Rusty Wylie,FSU,TX,Sep-95
Masonville FSU,30054,Michael Camporese,FSU,ON,25-Sep
Massillon (OH) FSU,05133,Dave Guerdan,FSU,OH,23-Sep
Matteson (IL) FSU,05594,Daniel Watson,FSU,IL,25-May
Matthews FSU,00836,Deno Keretses,FSU,NC,Nov-92
Mattoon (IL) FSU,05548,Patrick Ryan,FSU,IL,24-Oct
Mauldin FSU,03144,Matt Webber,FSU,SC,14-Aug
Maumee (OH) FSU,05290,Amanda Natter,FSU,OH,24-Dec
Maumelle FSU,03903,Melissa Campos,FSU,AR,17-Sep
May and 63rd FSU,02634,Tricia Whitthorne,FSU,OK,10-Dec
Mayfaire FSU,01424,Billy Lynch,FSU,NC,5-Nov
Mayfield Heights (OH) FSU,04053,Billie Federer,FSU,OH,19-Jan
McAlester [OK] FSU,04879,Ron Buckley,FSU,OK,22-Oct
McCain Boulevard FSU,02661,Ben Ackley,FSU,AR,10-Sep
McCalla FSU,02228,Brian Schubert,FSU,AL,8-Nov
McComb [MS] FSU,05157,Mark Lindsey,FSU,MS,22-Dec
McCrays Mill DTO,05067,Scott Richardson,DTO,SC,23-May
McCreless Marketplace FSU,03068,Don Spice,FSU,TX,13-May
McDonough Drive-Thru Only,05123,Jesse Gilchrist,DTO,GA,24-Nov
McDonough FSU,01860,Jesse Gilchrist,FSU,GA,6-Feb
McHenry (IL) FSU,05743,Avery Moore,FSU,IL,25-Aug
McKnight Road FSU,03775,Mike Ortmann,FSU,PA,17-Jun
Meadowbrook Mall,00199,Georgette Corliss,MALL,WV,Jan-84
Mebane FSU,04344,Todd Perkins,FSU,NC,19-Aug
Mechanicsburg FSU,02167,Brian Gibson,FSU,PA,8-Feb
Mechanicsville FSU,02175,Mark Baldwin,FSU,VA,8-Jun
Medical Center FSU,02045,Paul Holley,FSU,TX,7-May
Medina (OH) FSU,04734,Tony Morgano,FSU,OH,21-Dec
Melbourne Square,00221,Grayson Rosas,MALL,FL,Jun-86
Melrose Music City DTO,04169,Susan Riley,DTO,TN,19-May
Melrose Park FSU,03597,Vikas Bhala,FSU,IL,16-Oct
Memorial & Dairy Ashford FSU,03334,Greg Kubala,FSU,TX,15-Feb
Memorial Blvd (TN) FSU,03595,Beau Noblitt,FSU,TN,17-Mar
Memorial City Mall,00181,Rafael McLeod,MALL,TX,Dec-83
Memorial Drive FSU,00809,Doug Richardson,FSU,GA,Dec-88
Mendocino Avenue FSU,03125,Chris Medford,FSU,CA,13-Aug
Menlo Park Mall,01428,Sophie Flamenbaum,MALL,NJ,2-May
Menomonee Falls (WI) FSU,04377,Brandon Duke,FSU,WI,21-Sep
Mentor FSU,02148,Lauren Kontur,FSU,OH,8-Aug
Mercedes [TX] FSU,05151,Amanda Esquivel,FSU,TX,22-Dec
Mercedes-Benz Stadium OCV,04097,Chris Darley,SAT,GA,17-Aug
Mercer Mall,00177,Elijah Woolf,MALL,WV,Apr-81
Mercury Boulevard FSU,02240,James Perry,FSU,VA,8-Oct
Meridian (MS) Crossroads FSU,02086,Brian Russell,FSU,MS,7-Dec
Merle Hay FSU,03571,Tony Sconza,FSU,IA,16-Sep
Merrillville FSU,02729,Tyler Carter,FSU,IN,11-Oct
Merrimon Avenue FSU,02986,Joel Sellers,FSU,NC,14-Apr
Merritt Island FSU,04038,Kersh Peterson,FSU,FL,18-Aug
Mesa Riverview FSU,01738,Wil Gilliland,FSU,AZ,7-Jun
Mesa Street & Remcon Circle FSU,03273,Edgar Ortega,FSU,TX,14-Jun
Mesquite FSU,00864,Roger Clark,FSU,TX,Dec-93
Methodist Rehabilitation Center OCV,04885,Keys Hayes,SAT,MS,22-Mar
Methuen FSU,04086,Grant Stoffel,FSU,MA,18-Nov
MetroCenter (TN) In-Line DT,03927,John Moore,FSU,TN,17-Nov
Metrocenter FSU,03264,David McGrew,FSU,AZ,14-Sep
Meyer Park Center FSU,04650,Jesse Chaluh,FSU,TX,22-Dec
Meyerland Plaza FSU,01037,Jesse Chaluh,FSU,TX,Dec-99
Miami Gardens FSU,04690,Tony Sampayo,FSU,FL,23-Feb
Miami Lakes FSU,02490,Tony Sampayo,FSU,FL,10-Jan
Miami Shores FSU no DT,05263,Jon Harmeling,FSU,FL,24-Jun
Michigan Avenue (IL) In-Line,04403,Steve Silich,MALL,IL,20-Aug
Michigan City (IN) FSU,05893,TJ Barton,FSU,IN,25-Apr
Mid Rivers Mall Dr & 94 FSU,02664,Mark Simmonds,FSU,MO,11-Apr
Mid-County FSU,02419,Mike Tschirhart,FSU,TX,9-Jul
Middleburg FSU,02514,Joe Mayo,FSU,FL,14-Mar
Middletown (DE) FSU,03014,Kevin Wood,FSU,DE,12-Aug
Middletown (OH) FSU,05727,RJ Allan,FSU,OH,25-Sep
Middletown Commons FSU,03431,Matt Briggs,FSU,KY,15-Jul
Midland Drive FSU,00976,Andy Slatken,FSU,TX,Jun-95
Midland FSU,02319,Hunter Chapman,FSU,GA,11-May
Midland Park Mall,00169,Ryan Fister,MALL,TX,Aug-80
Midlothian FSU,03910,John Millender,FSU,TX,18-Apr
Midtown Corner DTO,04618,Jade Costen,DTO,NC,22-Nov
Midtown Plaza In-Line,00517,Eric Mapoles,MALL,AL,Mar-94
Midtown Savannah FSU,04270,Randy Pearce,FSU,GA,23-Feb
Midtowne Park FSU,04395,Jon Holmes,FSU,SC,20-Jun
Mile of Cars Way DTO,03764,Michael Gonzales,DTO,CA,18-Mar
Milford Miami Township FSU,03817,Mike Moore,FSU,OH,18-Feb
Milford Plaza FSU,03290,Zach Hayes,FSU,DE,14-Sep
Military & Hypoluxo DTO,05404,Nicole Moceri,DTO,FL,25-Apr
Millbrae Station In-Line,05406,Caitlin Martin,MALL,CA,25-Jun
Milledgeville FSU,01089,Curt Flournoy,FSU,GA,Dec-99
Millenia Blvd FSU,04509,Matt Beach,FSU,FL,20-Dec
Millennium Park (IL) In-Line,04486,Layne Steen,MALL,IL,20-Aug
Millerville Road FSU,01858,John Mouton,FSU,LA,6-Dec
Millington FSU,02699,Alphonso Ruffin,FSU,TN,11-Feb
Mills Civic Parkway FSU,02908,Garry Brumels,FSU,IA,12-Aug
Millsboro FSU,02884,Tim Sweetman,FSU,DE,18-Apr
Milpitas Town Center FSU,04483,Christopher Cook,FSU,CA,22-Jun
Mint Hill FSU,04436,Hal Queen,FSU,NC,21-Oct
Mira Mesa FSU,02656,Tyler Lunn,FSU,CA,10-Jun
Miracle Mile FSU,02091,Brian Wenger,FSU,PA,7-Jul
Miramar & Flamingo FSU,04531,Jude Hodges,FSU,FL,22-Jul
Mirror Lake FSU,05924,Justin Day,FSU,GA,25-Aug
Mishawaka Main Street FSU,01602,Kathy Wonderly,FSU,IN,4-Jul
Mission Center Road FSU,04320,Gage Mercer,FSU,CA,19-Sep
Mission Crossing FSU,02906,Forrest Swyden,FSU,KS,12-Nov
Missoula FSU,04795,Jonathan Lovette,FSU,MT,22-Nov
Missouri City FSU,01210,Milton Kubala,FSU,TX,Jul-00
Mitchell Ranch Plaza FSU,01493,Brenda Stryjewski,FSU,FL,3-Sep
Moline FSU,03631,Jared Fraley,FSU,IL,16-Sep
Moncks Corner FSU,02788,Justin Clark,FSU,SC,15-Apr
Monkey Junction FSU,01305,Harold Jarvis,FSU,NC,2-Jul
Monroe (GA) FSU,02140,Brad Lingerfelt,FSU,GA,9-Mar
Monroe (MI) FSU,04945,Dustin Schultes,FSU,MI,22-Dec
Monroe (NC) FSU,05381,David Rowland,FSU,NC,25-Jan
Montana Avenue at Joe Battle Blvd. FSU,03592,Rene Hernandez,FSU,TX,16-May
Monterey Park Market Place FSU,03428,Morris Li,FSU,CA,18-Nov
Monterey Road & Tully Road FSU,03229,Shannon Balderas,FSU,CA,14-Apr
Montgomery Plaza FSU,02669,Dat Nguyen,FSU,TX,11-Mar
Montgomery and San Mateo FSU,02793,Brett McKinnon,FSU,NM,12-Jun
Montgomery-Promenade FSU,05091,Robert Eike,FSU,AL,23-Jul
Montgomeryville FSU,03225,Mary Anne Donofrio,FSU,PA,15-Jun
Monticello Marketplace FSU,00735,Scott Peto,FSU,VA,Jan-99
Montrose Crossing FSU no DT,02932,Tiffany Burgess,FSU,MD,13-Oct
Montrose FSU,01920,Paul Becker,FSU,OH,9-Feb
Moon Township FSU,05291,Aimee Hernandez,FSU,PA,24-Nov
Moore FSU,02290,Brian Hilgenfeld,FSU,OK,9-Feb
Moore Road FSU,02052,Brad Williams,FSU,GA,7-Jan
Mooresville FSU,00780,Darin Wiggins,FSU,NC,Jul-99
Mooretown Road FSU,01857,Wrenn Holland,FSU,VA,6-Aug
Moorpark Road FSU,03175,Josh Young,FSU,CA,14-May
Morehead City FSU,02134,Patrick Conneely,FSU,NC,9-Mar
Morgan Hill FSU,05180,Kevin Donohue,FSU,CA,25-May
Morganton FSU,03311,Dallas Stoudenmire,FSU,NC,13-Dec
Morris Plains FSU,04163,Drew Blind,FSU,NJ,19-Jun
Morrison Road FSU,02047,Alex Aviles,FSU,TX,7-Mar
Morristown FSU,01463,Gary Robinson,FSU,TN,2-Nov
Morton Ranch FSU,03745,Amanda Baca,FSU,TX,17-Nov
Moultrie FSU,02248,Wesley Rogers,FSU,GA,8-Mar
Mount Airy FSU,02957,Chad Tidd,FSU,NC,12-Sep
Mount Pleasant [TX] FSU,05299,Chuck Howard,FSU,TX,23-Jun
Mount Prospect FSU,02845,Adam Martin,FSU,IL,13-Feb
Mountain Island FSU,04388,DuPre Bingham,FSU,NC,21-Jan
Mountain View Village FSU,04011,Nathan Freeman,FSU,UT,19-Mar
Mowry Avenue FSU,03397,Dan Kosin,FSU,CA,15-Jan
Mt. Dora FSU,01866,Rick Powell,FSU,FL,6-Apr
Mt. Pleasant FSU,00854,Josh Malone,FSU,SC,Sep-93
Mulberry St FSU,05339,Chris Flanagan,FSU,KY,23-Nov
Mullins Crossing FSU,01769,Jason Adams,FSU,GA,5-Oct
Muncie FSU,03098,Craig Sample,FSU,IN,13-Aug
Munford FSU,05825,Alphonso Ruffin,FSU,TN,25-Nov
Murfreesboro Towne Centre FSU,01224,Beau Noblitt,FSU,TN,Oct-00
Murphy FSU,02493,Matt Webber,FSU,TX,9-Oct
Murray FSU,02833,Andrew Allman,FSU,UT,13-Feb
Murrells Inlet FSU,01862,Steve Farmer,FSU,SC,5-Dec
Muscle Shoals FSU,03561,Luke Kyle,FSU,AL,15-Dec
Muskogee FSU,03514,Brandon Allen,FSU,OK,15-Oct
Mustang FSU,05705,Mark Wasserman,FSU,OK,25-Mar
N Lee Hwy [VA] FSU,05373,Stephen Bruner,FSU,VA,23-Dec
N. Lindbergh & St. Charles Rock Rd FSU,05489,Todd Anthony,FSU,MO,25-Oct
N. Loop 610 & Shepherd FSU,03184,Joe Glynn,FSU,TX,14-Jun
N. Tarrant Pkwy & Davis Blvd. FSU,03470,Elizabeth Fritz,FSU,TX,15-Jun
NE Main St. FSU,04702,Matt Webber,FSU,SC,22-May
NW Highway FSU,03288,Louie Murillo,FSU,TX,15-Jan
Nacogdoches FSU,02433,Ramsey Parr,FSU,TX,8-Oct
Nanuet FSU,04949,Ellie Kim,FSU,NY,25-Aug
Naples Center FSU,01721,P.J. Rodriguez,FSU,FL,6-Aug
Nashville Rd at Campbell Lane FSU,04328,Andy Robinson,FSU,KY,22-Dec
Nassau Bay FSU,03855,Ummara Sajid,FSU,TX,18-Jan
Natchitoches [LA] FSU,05178,Leigh Ann Gilley,FSU,LA,22-Nov
Navy Blvd FSU,03072,Scott Fraser,FSU,FL,14-Oct
Neshaminy FSU,01686,Richard Winters,FSU,PA,5-Feb
New Albany FSU,02435,Daron Stockton,FSU,IN,9-Mar
New Bern Ave FSU,04884,Donovan Carless,FSU,NC,24-Jun
New Bern FSU,00766,John Wrenn,FSU,NC,Nov-00
New Castle FSU,03905,Adam Marcus,FSU,DE,21-Jun
New Tampa at I-75 FSU,00694,Jim Gibson,FSU,FL,Aug-98
Newburgh FSU,05525,Rich Stierwalt,FSU,IN,24-Aug
Newington (CT) FSU,03630,Bobbi Stewart,FSU,CT,19-Mar
Newington (NH) FSU,05321,Mike Vonhof,FSU,NH,24-Sep
Newmarket DTO,04385,James Perry,DTO,VA,21-May
Newmarket East FSU,30040,Julia Calandra,FSU,ON,24-Nov
Newport & 17th FSU no DT,05344,Justin Van Schoick,FSU,CA,25-Apr
Newport Centre,03640,Dorian Petersen,MALL,NJ,15-Nov
Newport Pavilion FSU,02525,Britton Smith,FSU,KY,13-Aug
Newtown FSU,01411,Bob Montgomery,FSU,PA,2-Jun
Niagara Falls Blvd. & I-190 FSU,05129,Aaron Hord,FSU,NY,25-Sep
Niceville FSU,02366,Robb Schiefer,FSU,FL,11-Jun
Nicholasville Road FSU,02206,Jeff Stryker,FSU,KY,8-Jun
Niles (IL) FSU,04309,Nicholas Frye,FSU,IL,19-Oct
Nine Mile Road FSU,01389,Robert Barnes,FSU,FL,1-Dec
Nine Mile Road and N Laburnum Avenue FSU,04992,Greg Williams,FSU,VA,24-Oct
Nolensville Pike FSU,04108,Barry Hooper,FSU,TN,18-Aug
Nona FSU,04300,Holly Rivera,FSU,FL,20-Aug
Norman FSU,02153,Brian Hilgenfeld,FSU,OK,8-Sep
Norridge (IL) FSU,04167,Rob Meier,FSU,IL,20-Jan
Norterra FSU,04546,Jeff Myles,FSU,AZ,23-Jun
North 31st Street FSU,01834,Steve Joy,FSU,TX,5-Dec
North Abilene FSU,02933,Mark Pulley,FSU,TX,12-Jul
North Academy Blvd. & I-25 FSU,01690,Trace Gutteridge,FSU,CO,5-Dec
North Augusta FSU,01161,Jon Dawkins,FSU,SC,3-Aug
North Barrie FSU,30024,Jaleel Siddiqui,FSU,ON,23-Mar
North Beltline Road FSU,04304,Ryan Smith,FSU,TX,22-Sep
North Bergen FSU,03842,Christy Schaaf,FSU,NJ,21-Nov
North Brunswick (NJ) FSU,04468,Carlos Colon-Lopez,FSU,NJ,21-Dec
North Canton (OH) FSU,05247,Ry Adams,FSU,OH,25-Oct
North Carefree FSU,01550,Katie Higgins,FSU,CO,3-Feb
North College Avenue DTO,00532,Paige Frost,DTO,AR,Aug-96
North Collins Street FSU,01307,Carmenza Moreno,FSU,TX,1-Sep
North Dakota State University OCV,05831,Lauren Burgoon,SAT,ND,24-Nov
North Dale Mabry FSU,05593,Ricardo Sanchez,FSU,FL,25-May
North Dalton FSU,05002,Isaac Holbert,FSU,GA,22-Dec
North Decatur FSU,03923,Rodney Johnson,FSU,GA,18-Jan
North Dover FSU,02680,Ron DiFava,FSU,DE,11-Jul
North Druid Hills FSU,00801,Greg Mapoles,FSU,GA,Apr-86
North Dupont Highway FSU,05288,Angelo Santos-Phillips,FSU,DE,24-Oct
North East Mall,00426,Rich Eager,MALL,TX,Nov-90
North Garland Crossing FSU,01474,Jimmy Jernigan,FSU,TX,3-Sep
North Greenbush (NY) FSU,05264,Will Potts,FSU,NY,23-Jul
North Greenwood (IN) FSU,04172,Rick Johnson,FSU,IN,21-Sep
North Haven FSU,03663,Sarah Gaudiano,FSU,CT,16-Sep
North Hills Crossing FSU,03715,Sergio Chavez,FSU,TX,16-Aug
North Hills In-Line (NC),01851,Steven Turner,MALL,NC,4-Dec
North Hollywood Delivery,04811,Kenny Schopp,SAT,CA,21-Dec
North Lakeland FSU,03060,Scott Brickhouse,FSU,FL,12-Jun
North Laredo FSU,02547,Manny Maldonado,FSU,TX,10-Oct
North Miami Beach FSU,04445,Elias Feliz,FSU,FL,21-Oct
North Monroe Street FSU,01370,Terry Widener,FSU,FL,1-Sep
North Mopac & Parmer Lane FSU,00537,Jeff Glover,FSU,TX,Mar-99
North Mount Pleasant FSU,02281,Joe Hawkins,FSU,SC,8-Dec
North Myrtle Beach FSU,01336,Jeff Cash,FSU,SC,1-Sep
North Olmsted FSU,01840,Ken Ball,FSU,OH,6-Dec
North Orange FSU,01892,Larry Worsham,FSU,CA,6-Nov
North Oshawa FSU,30004,Matt Bizley,FSU,ON,23-Nov
North Platte (NE) FSU,05792,Nick Russell,FSU,NE,25-Feb
North Point Mall,00468,David Thornsberry,MALL,GA,Oct-93
North Point Parkway FSU,00873,David Thornsberry,FSU,GA,Dec-93
North Point Village FSU,03473,Larry Everett,FSU,VA,18-Apr
North Pointe Plaza (MD) FSU,01079,Rob Gibson,FSU,MD,Oct-00
North Prattville FSU,04731,Daniel Grier,FSU,AL,22-Sep
North Riverside FSU,03174,Alvaro Botero,FSU,IL,14-Mar
North Rockwall FSU,03897,Tim Moseley,FSU,TX,20-Jul
North Salinas FSU,04056,Jordan Chroman,FSU,CA,21-Apr
North Spokane & Route 2 FSU,04481,Ray Emmerling,FSU,WA,20-Dec
North Star Crossing (NE) FSU,05734,Mike Stice,FSU,NE,25-Oct
North Star Mall,00184,Mike Perez,MALL,TX,May-80
North Valdosta FSU,02444,Kenneth White,FSU,GA,10-Jan
North Viera FSU,04041,Mike Weeks,FSU,FL,21-Feb
North Yonkers DTO,04864,Israel Allmand,DTO,NY,24-Jul
NorthPark Center,01928,Mary Elizabeth Wade,MALL,TX,6-May
Northampton Blvd. FSU,03987,Jason Barnes,FSU,VA,19-Feb
Northeast 8th Street DTO,03299,Valerie Escoffery-Artis,DTO,WA,15-Apr
Northeast Tower FSU,03450,Duane Pierce,FSU,PA,16-Jun
Northern Blvd. (NY) FSU no DT,04881,Aman Mekonen,FSU,NY,25-May
Northgate FSU,03560,Trace Gutteridge,FSU,CO,16-Dec
Northgate Mall (TN),00192,Alex Hatfield,MALL,TN,Nov-82
Northlake Boulevard FSU,01827,Neil Hannon,FSU,FL,7-Dec
Northlake Festival FSU,02799,Brad Spratte,FSU,GA,11-May
Northlake Mall (NC),01754,Tony McFarland,MALL,NC,5-Sep
Northlake Parkway FSU,01890,DuPre Bingham,FSU,NC,6-Jan
Northpark Drive FSU,03258,Zack Derelioglu,FSU,TX,14-Sep
Northpark Mall (IA),00189,Ethan Hodges,MALL,IA,Oct-81
Northpark Mall (MO),00093,Rick Starkweather,MALL,MO,Mar-87
Northport FSU,02264,Ashley Gill,FSU,AL,9-Jul
Northport West FSU,05653,Ashley Gill,FSU,AL,25-Apr
Northridge Drive-Thru Only,00962,Ben Rhodes,DTO,GA,Nov-94
Northridge FSU,02509,Julio Barrientos,FSU,CA,11-Nov
Northshore Mall,00857,Jordan Diamond,MALL,MA,Nov-98
Northshore Town Center FSU,04182,David Jacobi,FSU,TN,19-May
Northtown FSU,03534,Jake Castner,FSU,MN,16-Jan
Northville (MI) FSU,04326,Phil Whitsel,FSU,MI,21-Jan
Northway Center FSU,04513,Francisco Hernandez,FSU,TX,21-Dec
Northwest Crossing FSU,02513,Francisco Hernandez,FSU,TX,10-May
Northwest Promenade FSU,04799,Travis Terrell,FSU,CA,23-Jul
Northwoods FSU,05139,Juan Garza,FSU,TX,24-Feb
Norton Shores (MI) FSU,04226,Matt Lewis,FSU,MI,21-Jan
Norwalk FSU,03712,Archer Bullock,FSU,CT,17-Oct
Nottingham Square FSU,01049,Steve Pavlosky,FSU,MD,3-Oct
Novato FSU,03092,Justin Bradley,FSU,CA,14-Jul
O'Fallon FSU,02645,Mike Noel,FSU,MO,11-Sep
Oak Mountain FSU,00684,Constantine Zouboukos,FSU,AL,Sep-97
Oak Park Plaza FSU,01836,C.T. Taylor,FSU,KS,8-Apr
Oak Park Town Center FSU,01156,Dean Kirstein,FSU,TN,1-Dec
Oak Ridge FSU,00850,Logan McCay,FSU,TN,Apr-93
Oaklawn FSU,04166,Danielle O'Dell,FSU,VA,21-Sep
Oakleaf Town Center FSU,02088,Joe Mayo,FSU,FL,8-Aug
Oakley Station FSU,03784,Roland Rubio,FSU,OH,17-Sep
Oaks Mall,00205,Will Allen,MALL,FL,Feb-78
Oakwood FSU,05402,Andrew Farr,FSU,GA,24-Aug
Ocala FSU,02367,Jeromy Williams,FSU,FL,11-Nov
Ocean Township FSU,03920,Ramon Varona,FSU,NJ,23-Jul
Ocean View Hills FSU,04241,Jon Tucker Mares,FSU,CA,22-Apr
Ocoee FSU,00768,Sidge Boast,FSU,FL,2-Oct
Odessa (FL) FSU,05612,Josh Ragsdale,FSU,FL,25-Oct
Ogden & Iroquois (IL) FSU,05590,Julia Mueller,FSU,IL,25-Feb
Ogden FSU,03007,Bart Norman,FSU,UT,15-Jan
Okeechobee and Turnpike FSU,02201,Rob Morris,FSU,FL,9-Jun
Okemos FSU,03695,Nick Biggee,FSU,MI,17-Mar
Olathe Pointe FSU,01846,Jeff Rouse,FSU,KS,6-Sep
Old Bridge FSU,03979,James Cordero,FSU,NJ,20-Sep
Old Orchard FSU,03604,Mike Kim,FSU,IL,17-Mar
Oldsmar FSU,00744,Bill Fink,FSU,FL,2-Oct
Oleander FSU,01425,Mike Perdue,FSU,NC,3-May
Olive & Alameda In-Line,03971,Kenny Schopp,MALL,CA,19-Jan
Olive Branch FSU,01415,Brandon Paulsen,FSU,MS,2-Jul
Olney FSU,03440,Arlington Duncan,FSU,MD,17-Dec
Onalaska (WI) FSU,04684,Pam Chaney,FSU,WI,22-Sep
One Bellevue FSU,04384,Will Sims,FSU,TN,20-Jul
Ontario Mills Parkway FSU,01562,Christine Garcia,FSU,CA,4-May
Ooltewah FSU,04031,Dawson Halliday,FSU,TN,18-Aug
Opelousas [LA] FSU,05235,Camille Cook,FSU,LA,23-Nov
Oracle Road FSU,02174,Travis Kuhn,FSU,AZ,7-Nov
Orange Avenue FSU,02551,Larry Smith,FSU,FL,9-Nov
Orange FSU,04338,Kyle Ashby,FSU,TX,20-Apr
Orangeburg FSU,02843,Wayne Murphy,FSU,SC,11-Apr
Orchard Park Place FSU,03634,Wes Yahara,FSU,CO,18-Jan
Orem Plaza FSU,03350,Jason MacDonald,FSU,UT,14-Aug
Orillia FSU,30030,Sanjay Pravin jhaveri,FSU,ON,24-Jun
Orland Park FSU,02638,Kevin Skarin,FSU,IL,10-Oct
Orlando Ave. at Fairbanks FSU,01406,Carolina Devine,FSU,FL,2-Dec
Orlando Square FSU,03713,Rick Rapson,FSU,FL,17-Jun
Ormond Towne Square FSU,00771,James Wood,FSU,FL,Dec-99
Ortega Park FSU,01340,Darrell Crawford,FSU,FL,1-Dec
Oshkosh (WI) FSU,04372,Ty Dillon,FSU,WI,21-Jan
Oswego FSU,02971,Luca Caraba Chit,FSU,IL,12-Aug
Otter Creek FSU,03710,Stefan Green,FSU,AR,16-Sep
Outlet Shoppes at Atlanta FSU,03221,Keith Booth,FSU,GA,13-Sep
Outlets at San Clemente FSU,04075,Darron Ohlwiler,FSU,CA,20-Jul
Oviedo/North UCF FSU,03888,Charlie Fish,FSU,FL,18-May
Owasso Market FSU,01876,Mark Schneider,FSU,OK,6-Mar
Owings Mills Square FSU,02103,Sean Johnson,FSU,MD,7-Jun
Oxford FSU,04717,Wade Bence,FSU,AL,21-Jul
Oxford Mall,00228,Wade Bence,MALL,AL,Nov-85
Oxford Valley Road FSU,02072,Dave Heffernan,FSU,PA,6-Dec
Oxnard FSU,02145,Matt Ellenberg,FSU,CA,7-Jun
PCH & Maple FSU,04012,Carol Ruiz,FSU,CA,20-Jan
Pacific Hwy & Circle FSU,05061,Adam Blake,FSU,OR,25-Oct
Paddock Mall,00229,Drew Hart,MALL,FL,Aug-80
Paducah FSU,02194,Mark Riley,FSU,KY,10-Jul
Palestine [TX] FSU,04470,Joseph Williams,FSU,TX,20-Oct
Palm Bay Road FSU,00770,Scott Washburn,FSU,FL,Jun-99
Palm Beach Lakes Blvd. FSU,01682,Rob Morris,FSU,FL,4-Dec
Palm Coast FSU,03468,Glen Efford,FSU,FL,15-Mar
Palm Harbor FSU,00919,Dan Metzger,FSU,FL,Jan-95
